dimension;identifier;name_eng;desc_eng;synonyms_eng;name_swe;desc_swe;synonyms_swe
Grundfunktioner och Komponenter;UUE;Filling material;existing land consisting of backfill material;;Fyllningsmaterial;befintlig mark som utgörs av fyllningsmaterial;
Grundfunktioner och Komponenter;W;guiding object;object for leading from one place to another;;Ledande objekt;objekt för ledning från en plats till en annan;
Grundfunktioner och Komponenter;WA;High voltage distribution objects;conductive objects for distributing high voltage;High voltage control panel, electrical control panel, switchgear, high voltage busbar;Högspänningsfördelande objekt;ledande objekt för att distribuera högspänning;Högspänningscentral, elcentral, ställverk, högspänningsamlingsskena
Grundfunktioner och Komponenter;WAA;high voltage busbar;high voltage electric energy guiding object by a busbar ;;Högspänningsamlingsskena;högspänningsfördelande objekt med en strömskena;ledningsbrygga
Grundfunktioner och Komponenter;WB;high voltage electric energy guiding object;guiding object of high voltage electric energy;;Högspänningstransporterande objekt;ledande objekt för att transportera högspänning;ledare
Grundfunktioner och Komponenter;WBB;high voltage cable;high voltage electric energy guiding object by cable;power cable, power cord, suspension cable, power cable;Högspänningskabel;högspänningsledande objekt med en isolerad kabel;elkabel, elledning, hängkabel, kraftkabel
Grundfunktioner och Komponenter;WBC;high voltage wire;high voltage electric guiding object by a wire;auxiliary power line, carrying wire, carrying line;Högspänningsfriledning;högspänningsledande objekt med en oisolerad ledning;hjälpkraftledning, bärtråd, bärlina
Grundfunktioner och Komponenter;WBD;high voltage insulated conductor;high voltage electric guiding object by insulated rigid conductor;;Strömskena;högspänningsledande objekt med en isolerad styv ledare;
Grundfunktioner och Komponenter;WBE;high voltage bushing;high voltage electric energy guiding object through an enclosure or wall;;Högspänningsbussning;högspänningsledande objekt genom en omslutning eller vägg;
Grundfunktioner och Komponenter;WC;Low voltage distribution object;conductive objects for distributing low voltage;power station, central, distribution center, low voltage busbar;Lågspänningsfördelande objekt;ledande objekt för att distribuera lågspänning;elcentral, central, fördelningscentral, lågspänningssamlingsskena
Grundfunktioner och Komponenter;WCA;low voltage bus bar;low voltage electric energy guiding object by a busbar ;contact rail, cable bridge;Lågspänningssamlingsskena;lågspänningsfördelande objekt med en strömskena;kontaktskena, ledningsbrygga
Grundfunktioner och Komponenter;WD;low voltage electric energy guiding object;guiding object of low voltage electric energy;;Lågspänningstransporterande objekt;ledande objekt för att transportera lågspänning;
Grundfunktioner och Komponenter;WDB;low voltage cable;low voltage electric energy guiding object by cable;power cable, power cord, hanging spiral cable, power cable, cord;Lågspänningskabel;lågspänningsledande objekt med en isolerad ledning;elkabel, elledning, hängspiralkabel, kraftkabel, sladd
Grundfunktioner och Komponenter;WDC;low voltage wire;low voltage electric guiding object by a wire;;Lågspänningsfriledning;lågspänningsledande objekt med en oisolerad ledning;
Grundfunktioner och Komponenter;WDD;low voltage bushing;low voltage electric energy guiding object through an enclosure or wall;;Lågspänningsbussning;lågspänningsledande objekt genom en omslutning eller vägg;
Grundfunktioner och Komponenter;WE;reference potential guiding object;guiding object of a reference potential;;Referenspotentialledande objekt;ledande objekt för referenspotential;
Grundfunktioner och Komponenter;WEA;earthing rail;reference potential guiding object of earth by a busbar ;;Jordreferenspotentialsamlingsskena;referenspotentialledande objekt till jord med en skena;
Grundfunktioner och Komponenter;WEB;earthing cable;reference potential guiding object of earth by a cable;;Jordreferenspotentialkabel;referenspotentialledande objekt till jord med en ledning;
Grundfunktioner och Komponenter;WEC;equipotential bonding rail;reference potential guiding object by a busbar;;Referenspotentialsamlingsskena;referenspotentialledande objekt med en skena;
Grundfunktioner och Komponenter;WED;equipotential bonding cable;reference potential guiding object by a cable;;Referenspotentialkabel;referenspotentialledande objekt med en ledning;
Grundfunktioner och Komponenter;WG;electric signal guiding object;guiding object for electric signals;;Elsignalledande objekt;ledande objekt för elektriska signaler;
Grundfunktioner och Komponenter;WGA;control cable;electric signal guiding object for controlling and measuring;fire cable, control cable;Styrsignalkabel;elsignalledande objekt för kontroll och mätning;brandkabel, kontrollkabel
Grundfunktioner och Komponenter;WGB;data cable;electric signal guiding object for data transmission;data bus;Datasignalkabel;elsignalledande objekt för dataöverföring;datakabel, signalkabel
Grundfunktioner och Komponenter;WGC;electric signal bushing;electric signal guiding object through an enclosure or wall;;Datasignalbussning;elsignalledande objekt  genom en omslutning eller vägg;
Grundfunktioner och Komponenter;WH;light guiding object;guiding object for light;;Ljusledande objekt;ledande objekt för ljus;
Grundfunktioner och Komponenter;WHA;fibre optic cable;light guiding object for signal transmission;;Optisk signalkabel;ljusledande objekt för signalöverföring;
Grundfunktioner och Komponenter;WHB;optical light fibre;light guiding object for light transmission;optical light guide, optical wave guide;Optisk ljuskabel;ljusledande objekt för ljusöverföring;optisk fiber
Grundfunktioner och Komponenter;WHC;lens;light guiding object for defined light refraction;;Lins;ljusledande objekt för bestämd ljusbrytning;
Grundfunktioner och Komponenter;WHD;mirror;light guiding object for defined light reflection;light reflector;Spegel;ljusledande objekt för bestämd ljusreflektion;ljusreflektor, reflektor
Grundfunktioner och Komponenter;WJ;sound guiding object;guiding object for sound;;Ljudledande objekt;ledande objekt för ljud;
Grundfunktioner och Komponenter;WJA;sound reflector;sound guiding object by reflection;sound baffle;Ljudreflektor;ljudledande objekt genom reflektion;ljudbaffel
Grundfunktioner och Komponenter;WL;solid matter guiding object;guiding object of solid matter in open enclosure;;Solidmaterialedande objekt;ledande objekt för solid materia i öppen omslutning;
Grundfunktioner och Komponenter;WLA;roller table;solid matter guiding object by rolling;;Rullbord;solidmaterialedande objekt genom rullning;
Grundfunktioner och Komponenter;WLB;chute;solid matter guiding object by sliding;inclined plane, tube conveyer;Kana;solidmaterialedande objekt genom lutning;rutschbana
Grundfunktioner och Komponenter;WM;open enclosure guiding object;guiding object of fluid flow in open enclosure;;Öppet ledande objekt;ledande objekt för fluid i öppen omslutning;
Grundfunktioner och Komponenter;WMA;drainage layer;open enclosure guiding object in a layer;infiltration layer, aeration layer;Dräneringslager;öppet ledande objekt i ett lager;dränmatta, dränskiva, infiltrationslager
